689,434
688,435
670,435
669,436
659,436
658,437
650,437
649,438
643,438
642,439
636,439
635,440
631,440
630,441
625,441
624,442
620,442
619,443
615,443
614,444
610,444
609,445
607,445
606,446
605,446
604,447
603,447
602,448
601,448
600,449
599,449
598,450
597,450
596,451
595,451
593,453
592,453
585,460
584,460
582,462
582,463
580,465
580,466
578,468
578,469
576,471
576,472
574,474
574,475
573,476
573,478
572,479
572,481
571,482
571,484
570,485
570,487
569,488
569,490
568,491
568,495
567,496
567,500
566,501
566,505
565,506
565,514
564,515
564,552
565,553
565,566
566,567
566,578
567,579
567,588
568,589
568,598
569,599
569,607
570,608
570,616
571,617
571,625
572,626
572,632
573,633
573,640
574,641
574,648
575,649
575,655
576,656
576,663
577,664
577,672
576,673
576,675
575,676
575,677
567,685
566,685
565,686
563,686
562,687
560,687
559,688
557,688
556,689
554,689
553,690
550,690
549,691
545,691
544,692
541,692
540,693
534,693
533,694
526,694
525,695
520,695
519,696
514,696
513,697
509,697
508,698
504,698
503,699
499,699
498,700
494,700
493,701
489,701
488,702
485,702
484,703
481,703
480,704
477,704
476,705
473,705
472,706
469,706
468,707
465,707
464,708
461,708
460,709
457,709
456,710
454,710
453,711
450,711
449,712
446,712
445,713
443,713
442,714
439,714
438,715
436,715
435,716
432,716
431,717
429,717
428,718
425,718
424,719
422,719
421,720
418,720
417,721
415,721
414,722
411,722
410,723
408,723
407,724
405,724
404,725
401,725
400,726
398,726
397,727
395,727
394,728
392,728
391,729
388,729
387,730
385,730
384,731
382,731
381,732
379,732
378,733
375,733
374,734
372,734
371,735
370,735
369,736
367,736
365,738
364,738
363,739
362,739
361,740
360,740
359,741
358,741
356,743
355,743
352,746
351,746
348,749
347,749
332,764
332,765
327,770
327,771
324,774
324,775
321,778
321,779
319,781
319,782
317,784
317,785
315,787
315,788
314,789
314,790
312,792
312,793
311,794
311,795
309,797
309,798
308,799
308,800
307,801
307,802
306,803
306,804
305,805
305,806
303,808
303,810
302,811
302,812
301,813
301,814
300,815
300,816
299,817
299,818
298,819
298,820
297,821
297,822
296,823
296,825
295,826
295,827
294,828
294,829
293,830
293,832
292,833
292,834
291,835
291,837
290,838
290,839
289,840
289,842
288,843
288,845
287,846
287,848
286,849
286,850
285,851
285,853
284,854
284,856
283,857
283,859
282,860
282,863
281,864
281,866
280,867
280,869
279,870
279,873
278,874
278,878
277,879
277,890
278,891
278,895
279,896
279,899
280,900
280,903
281,904
281,906
282,907
282,909
283,910
283,911
284,912
284,913
285,914
285,915
286,916
286,917
287,918
287,919
288,920
288,921
291,924
291,925
295,929
295,930
305,940
306,940
309,943
310,943
312,945
313,945
316,948
317,948
318,949
319,949
321,951
322,951
323,952
324,952
325,953
326,953
327,954
328,954
329,955
330,955
331,956
332,956
333,957
334,957
335,958
336,958
337,959
338,959
339,960
340,960
341,961
343,961
344,962
345,962
346,963
348,963
349,964
350,964
351,965
353,965
354,966
356,966
357,967
360,967
361,968
363,968
364,969
366,969
367,970
370,970
371,971
374,971
375,972
379,972
380,973
384,973
385,974
390,974
391,975
397,975
398,976
406,976
407,977
418,977
419,978
491,978
492,977
510,977
511,976
525,976
526,975
541,975
542,974
558,974
559,973
578,973
579,972
581,972
582,973
585,973
586,974
589,974
590,975
591,975
598,982
598,983
601,986
601,987
602,988
602,989
603,990
603,992
604,993
604,994
605,995
605,997
606,998
606,1000
607,1001
607,1003
608,1004
608,1006
609,1007
609,1008
610,1009
610,1011
611,1012
611,1014
612,1015
612,1016
613,1017
613,1018
614,1019
614,1020
615,1021
615,1023
616,1024
616,1025
617,1026
617,1027
618,1028
618,1029
619,1030
619,1031
620,1032
620,1033
622,1035
622,1036
623,1037
623,1038
624,1039
624,1040
626,1042
626,1043
627,1044
627,1045
629,1047
629,1048
631,1050
631,1051
633,1053
633,1054
635,1056
635,1057
638,1060
638,1061
641,1064
641,1065
645,1069
645,1070
649,1074
649,1075
657,1083
657,1084
663,1090
664,1090
667,1093
668,1093
670,1095
671,1095
672,1096
673,1096
675,1098
676,1098
677,1099
678,1099
679,1100
680,1100
681,1101
682,1101
683,1102
685,1102
686,1103
688,1103
689,1104
691,1104
692,1105
694,1105
695,1106
701,1106
702,1107
726,1107
727,1106
732,1106
733,1105
737,1105
738,1104
741,1104
742,1103
744,1103
745,1102
747,1102
748,1101
750,1101
751,1100
752,1100
753,1099
754,1099
755,1098
757,1098
758,1097
759,1097
760,1096
761,1096
762,1095
763,1095
764,1094
765,1094
766,1093
767,1093
769,1091
770,1091
771,1090
772,1090
773,1089
774,1089
776,1087
777,1087
779,1085
780,1085
782,1083
783,1083
785,1081
786,1081
790,1077
791,1077
795,1073
796,1073
812,1057
812,1056
817,1051
817,1050
819,1048
819,1047
821,1045
821,1044
823,1042
823,1041
825,1039
825,1038
826,1037
826,1036
827,1035
827,1034
828,1033
828,1032
829,1031
829,1030
830,1029
830,1028
831,1027
831,1026
832,1025
832,1023
833,1022
833,1021
834,1020
834,1019
835,1018
835,1016
836,1015
836,1014
837,1013
837,1011
838,1010
838,1008
839,1007
839,1005
840,1004
840,1001
841,1000
841,997
842,996
842,993
843,992
843,988
844,987
844,983
845,982
845,977
846,976
846,970
847,969
847,959
848,958
848,949
849,948
849,945
850,944
850,942
858,934
859,934
860,933
861,933
862,932
865,932
866,931
871,931
872,930
876,930
877,931
884,931
885,932
889,932
890,933
895,933
896,934
900,934
901,935
906,935
907,936
911,936
912,937
917,937
918,938
922,938
923,939
928,939
929,940
933,940
934,941
939,941
940,942
944,942
945,943
950,943
951,944
955,944
956,945
961,945
962,946
966,946
967,947
972,947
973,948
977,948
978,949
983,949
984,950
988,950
989,951
994,951
995,952
999,952
1000,953
1005,953
1006,954
1010,954
1011,955
1016,955
1017,956
1022,956
1023,957
1027,957
1028,958
1033,958
1034,959
1038,959
1039,960
1044,960
1045,961
1049,961
1050,962
1055,962
1056,963
1060,963
1061,964
1066,964
1067,965
1071,965
1072,966
1077,966
1078,967
1082,967
1083,968
1088,968
1089,969
1093,969
1094,970
1099,970
1100,971
1104,971
1105,972
1110,972
1111,973
1115,973
1116,974
1121,974
1122,975
1126,975
1127,976
1132,976
1133,977
1137,977
1138,978
1143,978
1144,979
1148,979
1149,980
1154,980
1155,981
1160,981
1161,982
1165,982
1166,983
1171,983
1172,984
1176,984
1177,985
1182,985
1183,986
1187,986
1188,987
1193,987
1194,988
1198,988
1199,989
1204,989
1205,990
1209,990
1210,991
1215,991
1216,992
1220,992
1221,993
1226,993
1227,994
1231,994
1232,995
1244,995
1245,994
1254,994
1255,993
1257,993
1258,992
1260,992
1261,991
1262,991
1263,990
1265,990
1266,989
1267,989
1268,988
1269,988
1270,987
1271,987
1272,986
1273,986
1276,983
1277,983
1280,980
1281,980
1286,975
1286,974
1290,970
1290,969
1292,967
1292,966
1293,965
1293,964
1294,963
1294,962
1295,961
1295,959
1296,958
1296,957
1297,956
1297,955
1298,954
1298,952
1299,951
1299,949
1300,948
1300,944
1301,943
1301,936
1302,935
1302,909
1301,908
1301,900
1300,899
1300,893
1299,892
1299,886
1298,885
1298,881
1297,880
1297,876
1296,875
1296,872
1295,871
1295,867
1294,866
1294,863
1293,862
1293,858
1292,857
1292,854
1291,853
1291,850
1290,849
1290,846
1289,845
1289,842
1288,841
1288,839
1287,838
1287,835
1286,834
1286,832
1285,831
1285,828
1284,827
1284,825
1283,824
1283,821
1282,820
1282,818
1281,817
1281,815
1280,814
1280,811
1279,810
1279,808
1278,807
1278,805
1277,804
1277,802
1276,801
1276,799
1275,798
1275,796
1274,795
1274,792
1273,791
1273,789
1272,788
1272,786
1271,785
1271,783
1270,782
1270,780
1269,779
1269,777
1268,776
1268,774
1267,773
1267,771
1266,770
1266,769
1265,768
1265,767
1264,766
1264,765
1263,764
1263,763
1261,761
1261,760
1259,758
1259,757
1257,755
1257,754
1251,748
1250,748
1245,743
1244,743
1243,742
1242,742
1241,741
1240,741
1239,740
1238,740
1237,739
1236,739
1235,738
1234,738
1233,737
1231,737
1230,736
1228,736
1227,735
1225,735
1224,734
1222,734
1221,733
1218,733
1217,732
1214,732
1213,731
1210,731
1209,730
1206,730
1205,729
1201,729
1200,728
1197,728
1196,727
1192,727
1191,726
1188,726
1187,725
1183,725
1182,724
1179,724
1178,723
1174,723
1173,722
1170,722
1169,721
1165,721
1164,720
1160,720
1159,719
1156,719
1155,718
1151,718
1150,717
1147,717
1146,716
1142,716
1141,715
1138,715
1137,714
1133,714
1132,713
1129,713
1128,712
1124,712
1123,711
1120,711
1119,710
1115,710
1114,709
1111,709
1110,708
1106,708
